ID,Number of Cities,Std. Dev. of Distance Matrix,X Coord. of Centroid,Y Coord. of Centroid,Radius of Customer Position,Fraction of Distinct Distance Matrix,Std. Dev. of Nearest Neighbor Distance,CV of Nearest Neighbor Distance,Ratio of Clusters to Total Customers,Ratio of Outlier Customers to Total Customers,Ratio of Edge Customers to Total Customers,Number of Clusters,Avg. Cluster Radius,X Coord. of Depot,Y Coord. of Depot,Std. Dev. of Customer Demand,Ratio of Total Demand to Total Capacity,Ratio of Max. Cluster Demand to Total Capacity,Ratio of Outlier Demand to Total Demand,Ratio of Max. Demand to Vehicle Capacity,Avg. Route Length,Area of Instance,Min. Number of Trucks,Label
1046,174,124.4556044,250,253,195.9922266,0.67,10.4322564,0.543877079,0.022988506,0.063218391,0.109195402,4,86.80175517,304,295,0.070970247,0.969337076,13.91448931,0.059701493,0.237529691,7.909090909,246012,22,CW
1047,84,122.0940488,246,250,190.296607,0,0.609908842,0.021099817,0.05952381,0,0.119047619,5,124.3588235,250,250,0.081918182,0.958448753,2.761772853,0,0.27700831,7,185600,12,CW
1048,154,129.1332312,251,251.5,187.4808923,0.68,19.08818294,1.028888444,0.019480519,0.149350649,0.058441558,3,62.15540722,0,0,0.041207892,0.997191011,23.1741573,0.148527529,0.280898876,4.666666667,248502,33,CW
1049,179,119.1189319,233.5,250,184.3842921,0,0.315343211,0.024319528,0.027932961,0,0.055865922,5,117.5571429,250,250,2.78E-17,0.994444444,4,0,0.111111111,8.95,182000,20,CW
1050,94,126.3461503,257,246.5,191.3943647,0.89,15.49303195,0.615537912,0.053191489,0.127659574,0.106382979,5,75.49122928,250,250,0.037714801,0.96625,5.3675,0.127210004,0.25,5.222222222,236640,18,CW
1051,129,131.8799773,177,250,156.0664711,0.71,9.233461958,0.609337269,0.03875969,0.240310078,0.085271318,5,31.73971891,0,0,0.153779828,0.998645904,3.28436019,0.207457627,0.473933649,9.214285714,176147,14,CW
1052,169,125.2517114,250.5,246,194.5175633,0.69,12.18621719,0.58856661,0.065088757,0.189349112,0.284023669,11,40.21443936,250,250,0.07667745,0.980263158,4.657894737,0.210290828,0.263157895,7.041666667,245508,24,CW
1053,134,124.4852884,246.5,250,189.4462958,0.78,11.85539947,0.521242193,0.029850746,0.082089552,0.126865672,4,74.47288694,285,398,0.064895026,0.976470588,11.6,0.077643909,0.222222222,7.882352941,246500,17,CW
1054,144,121.4367428,252,249.5,178.7674842,0.73,15.25139057,0.692811329,0.006944444,0.090277778,0.069444444,1,168.6804836,0,0,0.020920837,0.995366868,14.4871407,0.090339128,0.148260212,9,248502,16,CW
1055,79,123.3818225,247.5,250,187.2115519,0.03,4.130146241,0.131275099,0.063291139,0,0.126582278,5,122.3466667,0,0,0.035980284,0.940013076,2.704805492,0,0.228832952,5.642857143,216000,14,CW
1056,159,128.0625464,267.5,260,170.4010541,0.67,18.18139971,0.960670022,0.012578616,0.125786164,0.031446541,2,91.28786784,0,0,2.78E-17,0.99375,10.9,0.125786164,0.1,9.9375,248500,16,CW
1057,144,151.0707138,252.5,249.5,201.5285243,0.72,15.41207202,0.876191332,0.034722222,0.090277778,0.076388889,5,43.24288762,0,0,0.121865986,0.998543124,6.981060606,0.119638167,0.375,11.07692308,247506,13,CW
1058,79,116.3188843,254.5,245.5,178.4194374,0.9,18.12917472,0.646156734,0.037974684,0.075949367,0.101265823,3,79.47981026,380,202,5.55E-17,0.94047619,7.833333333,0.075949367,0.166666667,5.642857143,237165,14,CW
1059,174,124.5369646,245.5,250,188.8229864,0.66,10.11923545,0.550085721,0.045977011,0.022988506,0.137931034,8,55.58551619,250,250,0.049612023,0.992900609,8.775862069,0.025536261,0.172413793,10.23529412,241572,17,CW
1060,74,124.8481065,255.5,250,179.5135835,0.92,20.13480288,0.645007793,0.108108108,0.283783784,0.162162162,8,35.94896988,272,10,0.075191638,0.989141414,1.727272727,0.314015828,0.25,7.4,239610,10,CW
1061,114,120.8981478,241,250,185.4529166,0.02,0.266050398,0.012690363,0.043859649,0.00877193,0.087719298,5,118.7173913,427,44,1.39E-17,0.94214876,2.090909091,0.00877193,0.090909091,10.36363636,187572,11,CW
1062,94,122.6093309,247,250,187.7508428,0.02,2.135963775,0.081465805,0.053191489,0,0.106382979,5,123.0818713,387,494,6.94E-17,0.949494949,1.727272727,0,0.090909091,10.44444444,207792,9,CW
1063,154,122.4760667,248,250,189.0506705,0.01,0.010001325,0.000625051,0.032467532,0,0.064935065,5,123.7367742,394,242,0.040460682,0.977466977,2.398860399,0,0.142450142,14,192000,11,CW
1064,144,145.9931545,245,244,212.8866673,0.72,12.61835999,0.772661431,0.041666667,0.118055556,0.125,6,36.650362,250,250,0.029924048,0.986961246,7.141434263,0.113669725,0.199203187,6.545454545,237168,22,CW
1065,119,91.23650587,267,274,122.7776931,0.65,25.04437789,1.269845017,0.016806723,0.134453782,0.058823529,2,73.68143325,0,0,2.78E-17,0.991666667,15.4,0.134453782,0.2,4.958333333,226962,24,CW
1066,49,124.6261639,250,250,187.0182241,0.03,5.676480972,0.111735646,0.020408163,0,0,1,187.0182241,0,0,0.112840942,0.999567661,8.996108949,0,0.373540856,5.444444444,213750,9,CW
1067,174,128.3550823,250.5,250,192.4776672,0.67,10.920892,0.521185928,0.040229885,0.109195402,0.114942529,7,60.72121946,0,0,0.034002207,0.974074074,12.06,0.101901141,0.2,6.444444444,248500,27,CW
1068,69,115.8498002,275.5,289.5,158.4500548,0.91,31.18065964,1.20446136,0.028985507,0.086956522,0.130434783,2,76.51049625,0,0,8.33E-17,0.985714286,9,0.086956522,0.2,4.928571429,247506,14,CW
1069,189,105.2088868,244,259,134.0056491,0.46,14.41464381,0.961874307,0.010582011,0.121693122,0.058201058,2,72.9800965,76,196,0.023146222,0.981744705,19.35416667,0.122569198,0.16025641,8.217391304,215100,23,CW
1070,99,122.9751336,249.5,250,191.3004874,0,1.829168824,0.073935684,0.050505051,0,0.101010101,5,126.1842105,250,250,2.78E-17,1,2.222222222,0,0.111111111,9,190000,11,CW
1071,189,122.1714164,246.5,250,188.5682656,0.01,2.229958411,0.169426834,0.026455026,0,0.052910053,5,123.5,365,307,0.077520645,0.986111111,6.611111111,0,0.277777778,5.90625,192400,32,CW
1072,94,122.1305072,247,250,188.0047296,0.02,0.49306915,0.018927371,0.053191489,0,0.106382979,5,123.6596491,168,432,0.177976257,0.945959596,2.890909091,0,0.587878788,7.833333333,187200,12,CW
1073,99,123.6708177,249.5,250,188.2904514,0.02,3.720128616,0.146623314,0.050505051,0,0.101010101,5,123.6842105,0,0,0.139973172,0.910307898,2.71686747,0,0.590361446,11,219150,9,CW
1074,99,135.8518794,249.5,252.5,211.2218987,0.88,14.1353833,0.547353348,0.03030303,0.111111111,0.121212121,3,102.0545504,250,250,0.03260748,0.998503401,8.626530612,0.109142935,0.204081633,6.6,246015,15,CW
1075,194,128.1550537,250,250.5,197.5574471,0.63,9.046692383,0.502424955,0.087628866,0.190721649,0.298969072,17,32.32898277,0,0,0.05344875,0.970909091,4.054545455,0.203183521,0.181818182,9.7,250000,20,CW
1076,89,121.3550022,246,250,186.8461806,0.88,17.49613011,0.692432443,0.08988764,0.112359551,0.146067416,8,40.90835204,250,250,0.054140914,0.973376424,6.274853801,0.113992095,0.289473684,4.684210526,241080,19,CW
1077,109,133.3396772,252.5,250.5,199.0522521,0.85,15.34264743,0.58772857,0.036697248,0.256880734,0.119266055,4,53.61298164,0,0,0.049652826,0.98538961,4.160714286,0.240527183,0.178571429,9.909090909,249500,11,CW
1078,129,128.183708,248,250.5,190.672179,0.79,12.9203166,0.585427168,0.015503876,0.093023256,0.11627907,2,117.1752377,0,0,0.148489514,0.998538012,27.57894737,0.0761347,0.526315789,3.583333333,247008,36,CW
1079,174,122.0989152,245,250,186.9148207,0.01,3.041176794,0.213717499,0.028735632,0,0.057471264,5,121.72,0,0,0.103409976,0.971217712,6.878228782,0,0.36900369,5.8,217350,30,CW
1080,164,123.8064517,251,253,186.9050151,0.68,13.64316481,0.678519898,0.036585366,0.12195122,0.152439024,6,49.37943404,0,0,0.029092913,0.987780041,10.91446029,0.135010309,0.203665988,6.56,249001,25,CW
1081,194,119.4550845,234,250,182.8381802,0.01,2.946191192,0.241273912,0.025773196,0,0.051546392,5,116.3384615,0,0,0.026349128,0.977012609,2.075654704,0,0.09699321,19.4,207900,10,CW
1082,149,124.7833154,251.5,247.5,189.7824701,0.74,10.37485629,0.510529822,0.080536913,0.161073826,0.201342282,12,40.13599296,250,250,0.057087215,0.988282648,6.311538462,0.153679066,0.384615385,3.465116279,242039,43,CW
1083,74,126.2236057,254,245,188.3779263,0.9,16.00956332,0.694761565,0.054054054,0.135135135,0.108108108,4,48.57089468,455,277,0.042969164,0.931972789,4.047619048,0.145985401,0.158730159,10.57142857,235216,7,CW
1084,109,128.97344,266,234,177.7390459,0.8,16.63150243,0.809688668,0.036697248,0.064220183,0.137614679,4,56.07662638,0,0,0.043970427,0.933924535,3.946791862,0.053435115,0.156494523,12.11111111,228500,9,CW
1085,184,121.0528863,249.5,248.5,183.3089612,0.62,9.712288073,0.540200318,0.032608696,0.070652174,0.114130435,6,52.52308882,421,23,1.39E-17,0.943589744,9.692307692,0.070652174,0.076923077,12.26666667,247005,15,CW
1086,144,120.2563687,245.5,249.5,171.8233804,0.69,12.83744732,0.685948577,0.020833333,0.076388889,0.118055556,3,74.16034273,339,8,0.026751847,0.991366776,17.91221374,0.081767348,0.190839695,6.857142857,237133,21,CW
1087,144,139.1676042,251.5,254.5,198.6432666,0.72,13.88836147,0.720249389,0.034722222,0.138888889,0.111111111,5,45.00547756,0,0,0.04345132,0.973326267,18.90990991,0.136388385,0.3003003,4.235294118,247000,34,CW
1088,159,123.5906758,250,257,185.5337273,0.71,10.17371714,0.511641201,0.050314465,0.100628931,0.119496855,8,45.41170137,250,250,0.040865853,0.93697479,5.808823529,0.082959641,0.147058824,11.35714286,242000,14,CW
1089,134,129.740687,250.5,251.5,199.0597257,0.79,11.35766754,0.479887312,0.044776119,0.052238806,0.141791045,6,70.51922453,0,0,0.036892579,0.971590909,10.85416667,0.049707602,0.208333333,6.090909091,248500,22,CW
1090,179,119.1189319,233.5,250,184.3842921,0,0.315343211,0.024319528,0.027932961,0,0.055865922,5,117.5571429,250,250,0.039546279,0.940740741,3.083333333,0,0.138888889,11.93333333,182000,15,CW
1091,104,125.148368,250.5,249,189.5430407,0.85,15.2309865,0.546088162,0.057692308,0.144230769,0.134615385,6,51.49671991,0,0,0.026153912,0.947115385,5.984375,0.137055838,0.15625,8,246500,13,CW
1092,109,121.2007777,242,250,185.3717123,0.02,1.107491861,0.05010007,0.04587156,0,0.091743119,5,119.847619,20,481,0.08383629,0.990878378,3.378378378,0,0.27027027,6.8125,199122,16,CW
1093,124,123.1822921,250,250,188.8564004,0.01,1.782139877,0.088402429,0.040322581,0,0.088709677,5,124.34,75,13,0.015515447,0.998940678,1.63559322,0,0.084745763,15.5,209760,8,CW
1094,194,127.2663099,250.5,250.5,190.0864599,0.55,12.82301582,0.774676637,0.030927835,0.221649485,0.097938144,6,38.85757222,55,459,0.068215506,0.984543011,39.04166667,0.227303754,0.416666667,3.129032258,247009,62,CW
1095,144,119.189448,250,248.5,177.7503043,0.73,12.50236998,0.590511189,0.013888889,0.097222222,0.076388889,2,103.8763264,0,0,0.037832767,0.920745921,7.025641026,0.079746835,0.128205128,13.09090909,248500,11,CW
1096,194,116.0994591,252.5,253.5,169.7267131,0.54,11.1080733,0.613046189,0.025773196,0.190721649,0.108247423,5,48.15268506,90,154,0.02694794,0.99440693,18.09023941,0.185746622,0.184162063,7.185185185,242063,27,CW
1097,164,126.0004415,250.5,250.5,193.6006402,0.69,12.3192198,0.607331749,0.024390244,0.103658537,0.146341463,4,75.67803174,0,0,0,0.976190476,11.16666667,0.103658537,0.166666667,5.857142857,248500,28,CW
1098,114,163.5561501,250.5,146,208.6503286,0.69,13.59442694,0.860193498,0.01754386,0.201754386,0.070175439,2,48.8301169,0,0,0,0.991304348,12.4,0.201754386,0.2,4.956521739,146000,23,CW
1099,99,127.1377747,250.5,251,188.8830517,0.86,16.47465707,0.647425574,0.04040404,0.171717172,0.121212121,4,59.14557284,52,255,0.057395676,0.980188679,15.38867925,0.169393648,0.377358491,3.535714286,241552,28,CW
1100,54,128.3925425,249.5,251,203.3271995,0.96,17.83142946,0.516934302,0.111111111,0.277777778,0.092592593,6,43.73423359,250,250,0.220541561,0.90375,1.21,0.378976487,0.96,6.75,247506,8,CW
1101,189,128.6764631,248.5,247,193.2338223,0.61,10.48790332,0.560367239,0.052910053,0.052910053,0.17989418,10,38.94345798,250,250,0.025119033,0.969152542,13.68135593,0.050996852,0.169491525,7.56,244524,25,CW
1102,194,127.2128845,251,250.5,197.1969259,0.63,10.89749191,0.594968102,0.051546392,0.097938144,0.154639175,10,49.71995533,0,0,1.39E-17,0.97979798,5.272727273,0.097938144,0.090909091,10.77777778,249000,18,CW
1103,199,120.8404203,240,250,185.1293612,0.01,2.909130708,0.238341851,0.025125628,0,0.050251256,5,119.3846154,0,0,0.036975489,0.988315482,3.025316456,0,0.126582278,15.30769231,213300,13,CW
1104,199,127.2763532,250,253,194.6763252,0.6,10.3190443,0.541893269,0.030150754,0.075376884,0.135678392,6,57.28094323,250,250,0.04322354,0.997435897,25.43589744,0.06940874,0.256410256,4.975,246012,40,CW
1105,159,130.5550611,248.5,250,197.1549273,0.72,12.2702681,0.640562549,0.037735849,0.081761006,0.119496855,6,59.72378852,481,153,0.079918131,0.960199005,3.119402985,0.148704663,0.246268657,15.9,247500,10,CW
1106,164,146.9852964,244.5,246.5,196.4750879,0.68,13.71004252,0.827278338,0.036585366,0.213414634,0.115853659,6,33.22270375,392,406,0.095181111,0.978521127,7.242957746,0.23497661,0.352112676,5.466666667,239121,30,CW
1107,114,121.4724428,241,250,185.1864619,0.02,3.527690338,0.1653944,0.043859649,0,0.087719298,5,119.5173913,0,0,0.042672071,0.933333333,1.785714286,0,0.142857143,12.66666667,212400,9,CW
1108,189,122.2846083,246.5,250,188.156862,0.01,0.433375278,0.03325613,0.026455026,0.005291005,0.052910053,5,122.2722222,468,132,0.036397372,0.997969472,7.917098446,0.004349961,0.259067358,5.108108108,192400,37,CW
1109,179,119.1189319,233.5,250,184.3842921,0,0.315343211,0.024319528,0.027932961,0,0.055865922,5,117.5571429,250,250,0.103502834,0.979591837,7.535714286,0,0.357142857,5.114285714,182000,35,CW
1110,49,124.6261639,250,250,187.0182241,0.03,5.676480972,0.111735646,0.020408163,0,0,1,187.0182241,0,0,0.143844419,0.917412935,4.587064677,0,0.497512438,9.8,213750,5,CW
1111,189,122.2234015,246.5,250,189.3746654,0,0.306978157,0.023671205,0.026455026,0,0.052910053,5,124.1324324,250,250,0.123750774,1,4.881632653,0,0.4,10.5,192400,18,CW
1112,144,123.2659289,248.5,252,186.2667722,0.74,11.86254468,0.523408874,0.034722222,0.180555556,0.131944444,5,63.81574589,0,0,0,0.96,2.666666667,0.180555556,0.066666667,14.4,248003,10,CW
1113,189,125.5999489,250,250,191.7310537,0.62,9.62172904,0.547917452,0.105820106,0.232804233,0.216931217,20,23.80218645,213,17,0.031618675,0.965659341,2.517857143,0.241820768,0.178571429,7.269230769,245000,26,CW
1114,134,121.7379375,243,250,185.9279924,0.01,3.341462908,0.182717537,0.037313433,0,0.074626866,5,120.4666667,0,0,0.038922774,0.972362787,5.572207084,0,0.272479564,4.785714286,214650,28,CW
1115,194,119.4550845,234,250,182.8381802,0.01,2.946191192,0.241273912,0.025773196,0,0.051546392,5,116.3384615,0,0,0.200153169,0.972298535,7.301282051,0,0.641025641,6.928571429,207900,28,CW
1116,109,136.6121615,246,251,210.9311288,0.85,14.36282631,0.640520781,0.04587156,0.091743119,0.110091743,5,62.11112384,0,0,0.019514952,0.948314607,5.033707865,0.095971564,0.112359551,10.9,243530,10,CW
1117,139,123.6841659,236.5,291.5,190.7354351,0.72,18.34466765,0.974459954,0.028776978,0.115107914,0.115107914,4,50.41917192,0,0,0.022219912,0.972141176,7.6752,0.115693678,0.16,8.176470588,233590,17,CW
1118,69,116.7578369,253,326.5,158.8866142,0.9,15.29397458,0.692350937,0.057971014,0.101449275,0.086956522,4,56.0912657,129,211,0.020711821,0.897707231,3.975308642,0.094302554,0.12345679,9.857142857,170724,7,CW
1119,64,130.9437137,274.5,251.5,170.2350313,0.9,26.57179596,1.019788109,0.046875,0.203125,0.078125,3,41.74986331,0,0,0.094603704,0.955815465,4.543859649,0.259347383,0.289473684,7.111111111,246000,9,CW
1120,119,120.5168446,240,250,187.1893434,0,0,0,0.042016807,0,0.084033613,5,120.9565217,250,250,0.041478697,0.965217391,4.65,0,0.25,5.173913043,184000,23,CW
1121,174,127.3984835,251,252,191.8818768,0.68,12.25931641,0.618970694,0.034482759,0.149425287,0.074712644,6,57.90972915,250,250,0.035429285,0.976190476,16.14583333,0.144054878,0.208333333,6.214285714,245024,28,CW
1122,119,120.6135682,240,250,185.4927367,0.02,0.712302008,0.035499684,0.042016807,0,0.084033613,5,120.4347826,307,472,0.025002746,0.942325776,3.543516874,0,0.177619893,7,194120,17,CW
1123,189,122.2234015,246.5,250,189.3746654,0,0.306978157,0.023671205,0.026455026,0,0.052910053,5,124.1324324,250,250,0.144592769,0.973369443,5.303317536,0,0.469194313,9,192400,21,CW
1124,169,120.0915,238,250,184.6508538,0.01,0.059087199,0.004222453,0.029585799,0,0.059171598,5,118.9151515,101,41,0.053426262,0.981930502,10.11583012,0,0.386100386,3.38,188958,50,CW
1125,54,121.5173509,248.5,251,178.3256256,0.95,21.96967165,0.672112244,0.074074074,0.222222222,0.148148148,4,60.14649715,273,403,0.034579943,0.929171669,2,0.201033592,0.168067227,7.714285714,243530,7,CW
1126,79,129.1366323,254,247.5,192.8849685,0.91,17.16614608,0.639830304,0.075949367,0.088607595,0.189873418,6,55.89875106,250,250,0.052896353,0.965857605,5.106796117,0.080918077,0.317152104,3.95,240588,20,CW
1127,159,121.7588918,252.5,244.5,171.165603,0.67,14.36339796,0.707982131,0.062893082,0.176100629,0.220125786,10,33.27377658,0,0,0.046434981,0.989309211,16.05263158,0.176226101,0.263157895,4.96875,243522,32,CW
1128,44,126.6020912,249.5,246,175.7727816,0.97,26.05760468,0.617643532,0.068181818,0.181818182,0.159090909,3,70.02529804,250,250,0.206884607,0.933779762,3.232142857,0.283665339,0.595238095,5.5,233730,8,CW
1129,99,126.1264707,248,250,195.5841176,0.86,16.64507958,0.62439651,0.050505051,0.161616162,0.121212121,5,67.39886329,250,250,0.0351892,0.959421403,4.741935484,0.16490994,0.230414747,5.5,242028,18,CW
1130,139,138.3361009,245,246,206.8922521,0.73,14.07157087,0.799481122,0.035971223,0.201438849,0.064748201,5,37.08025941,250,250,0.04798037,0.981660232,14.81081081,0.20747296,0.27027027,4.964285714,236196,28,CW
1131,199,126.9715599,249.5,250,195.6272241,0.61,9.6487519,0.482913452,0.025125628,0.025125628,0.155778894,5,77.36166211,0,0,0.05811309,0.995391705,23.83870968,0.021825397,0.322580645,4.06122449,249000,49,CW
1132,199,122.3155467,249.5,248.5,183.573528,0.58,9.162277054,0.496236129,0.060301508,0.155778894,0.221105528,12,39.29870615,0,0,0.051901306,0.983554712,3.191756272,0.146730975,0.17921147,11.70588235,247506,17,CW
1133,129,122.1926607,246.5,250,188.5009644,0.02,0.526234812,0.027629453,0.03875969,0,0.07751938,5,123.348,100,170,0.026112023,0.99725802,1.45681382,0,0.09596929,18.42857143,190000,7,CW
1134,134,119.8348997,253,241.5,174.9226659,0.7,21.44517862,1.105428344,0.014925373,0.082089552,0.097014925,2,76.32254828,0,0,0.104589431,0.963379109,4.647940075,0.15637149,0.359550562,14.88888889,240534,9,CW
1135,59,122.628908,257.5,244.5,179.0666488,0.94,19.32327456,0.556010579,0.033898305,0.06779661,0.13559322,2,114.3236474,0,0,5.55E-17,0.983333333,9,0.06779661,0.2,4.916666667,239105,12,CW
1136,104,125.7485529,245.5,239.5,193.8869101,0.86,16.83510297,0.687643675,0.048076923,0.153846154,0.115384615,5,72.44301908,0,0,0.054783242,0.927958834,3.962264151,0.171903882,0.188679245,9.454545455,234220,11,CW
1137,194,125.4642888,249.5,252,196.0348294,0.59,11.98645206,0.676312893,0.030927835,0.113402062,0.139175258,6,53.60965655,84,335,0.257923841,0.978354978,27.44761905,0.074926254,0.952380952,5.878787879,247504,33,CW
1138,199,127.4724124,247.5,250.5,195.9887951,0.61,9.971255914,0.528285458,0.015075377,0.050251256,0.125628141,3,107.8523974,366,79,0.06189576,1,11.87234043,0.055851064,0.212765957,8.291666667,247005,24,CW
1139,184,124.412135,255,244.5,194.9535347,0.61,12.79399839,0.749227529,0.038043478,0.239130435,0.141304348,7,34.97182031,167,377,0.066944223,0.962672811,4.953917051,0.279320249,0.230414747,9.2,238630,20,CW
1140,149,120.5173919,240,250,186.9224982,0,0.230163836,0.014409255,0.033557047,0,0.067114094,5,120.7724138,250,250,2.78E-17,0.993333333,3,0,0.1,9.933333333,185600,15,CW
1141,194,126.9114272,249.5,250,198.3901236,0.62,10.28554916,0.530244179,0.087628866,0.201030928,0.190721649,17,30.0866564,244,340,0.057041293,0.994791667,3.583333333,0.204188482,0.208333333,8.083333333,246512,24,CW
1142,99,126.9436952,247,249.5,189.4407406,0.88,15.14834971,0.566987301,0.03030303,0.060606061,0.191919192,3,107.279882,440,450,0.112189264,0.972883598,3.143518519,0.065261727,0.439814815,14.14285714,245518,7,CW
1143,69,121.7213767,244.5,250,189.9882098,0.01,2.013618232,0.058101103,0.072463768,0,0.144927536,5,124.1153846,250,250,0.060704677,0.809477756,0.814313346,0,0.191489362,17.25,182000,4,CW
1144,164,132.9903652,251,249.5,202.648356,0.71,11.98881575,0.672171305,0.036585366,0.134146341,0.103658537,6,54.02319175,346,198,0.039883766,0.986144871,13.75482094,0.136882754,0.275482094,4.823529412,243536,34,CW
